505	Keyboard, Piano & Synthesizer	502	Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments
506	Indian Instruments	502	Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments
507	Drums & Percussions	502	Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > Percussion
508	Saxophone, Violin & Flute	502	Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > Woodwinds
509	Amplifier, Recorder & Mixer	502	Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments
510	Other Musical Instruments	502	Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments
516	Movies & Music	516	Media > DVDs & Videos
517	Hollywood Movies	516	Media > DVDs & Videos
518	Bollywood Movies	516	Media > DVDs & Videos
519	World Cinema	516	Media > DVDs & Videos
520	Regional Movies	516	Media > DVDs & Videos
521	TV Shows	516	Media > DVDs & Videos
522	International Music	516	Media > Music
523	Indian Music	516	Media > Music
539	Girls Clothing	539	Apparel & Accessories > Clothing
540	Ethnicwear	539	Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing
541	Frocks & Dresses	539	Apparel & Accessories > Clothing > Dresses
542	Dresses	539	Apparel & Accessories > Clothing > Dresses
543	Tops & Tees	539	Apparel & Accessories > Clothing > Shirts & Tops
544	Skirts	539	Apparel & Accessories > Clothing > Skirts
545	Leggings & Pyjamas	539	Apparel & Accessories > Clothing > Pants > Leggings
546	Jumpsuits	539	Apparel & Accessories > Clothing > One-pieces > Jumpsuits & Rompers
547	Winterwear	539	Apparel & Accessories > Clothing
548	Night Wear & Innerwear 	539	Apparel & Accessories > Clothing
549	Denims	539	Apparel & Accessories > Clothing > Pants > Jeans
550	Trousers & Trackpants	539	Apparel & Accessories > Clothing > Pants
551	Capris, Cargos & Dungarees	539	Apparel & Accessories > Clothing > Shorts 
552	Shorts & Bermudas	539	Apparel & Accessories > Clothing > Shorts 
553	Sets	539	Apparel & Accessories > Clothing
554	School Uniforms	539	Apparel & Accessories > Clothing > Uniforms
555	Fashion Accessories	539	Apparel & Accessories > Clothing Accessories
556	Shirts & Blouses	539	Apparel & Accessories > Clothing > Shirts & Tops
557	Infant Wear	557	Apparel & Accessories > Clothing > Baby & Toddler Clothing
558	Frocks, Dresses & Skirts	557	Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Dresses
560	Tops for Boys	557	Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Tops
562	Body Suit For Boys	557	Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby Onesies
563	Frocks	557	Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Dresses
564	Rompers & Body Suits	557	Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby Onesies
565	Baby Sets & Gift Sets	557	Baby & Toddler > Baby & Toddler Gift Sets
566	Bibs & Hankies	557	Baby & Toddler > Nursing & Feeding > Bibs
567	Mittens & Socks	557	Apparel & Accessories > Clothing > Baby & Toddler Clothing
569	Baby Towels	557	Baby & Toddler > Baby Bathing
609	T-Shirts & Tops	557	Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Tops
610	Bottomwear	557	Apparel & Accessories > Clothing > Baby & Toddler Clothing > Baby & Toddler Bottoms
611	Ethnic Wear	557	Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing
612	Winter Wear	557	Apparel & Accessories > Clothing > Baby & Toddler Clothing
621	Bottomwear	539	Apparel & Accessories > Clothing > Pants
623	Drums & Precussions	502	Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments > Percussion
641	Imported Movie Titles	516	Media > DVDs & Videos
642	Imported Music Titles	516	Media > Music
682	Hobbies	682	Arts & Entertainment > Hobbies & Creative Arts
683	Remote Control Models	682	Arts & Entertainment > Hobbies & Creative Arts
684	Crafts & Hobbies	682	Arts & Entertainment > Hobbies & Creative Arts > Artwork
685	Art & Hobbies	682	Arts & Entertainment > Hobbies & Creative Arts
686	Science Kits	682	Arts & Entertainment > Hobbies & Creative Arts
687	Antiques & Collectibles	682	Arts & Entertainment > Hobbies & Creative Arts > Collectibles
688	Outdoor Hobbies	682	Arts & Entertainment > Hobbies & Creative Arts
689	Indoor Games & Hobbies	682	Arts & Entertainment > Hobbies & Creative Arts
690	Party Supplies	682	Arts & Entertainment > Hobbies & Creative Arts
706	Photography	682	Arts & Entertainment > Hobbies & Creative Arts
707	Musical Instruments	682	Arts & Entertainment > Hobbies & Creative Arts > Musical Instruments
708	Gaming	682	Arts & Entertainment > Hobbies & Creative Arts
715	Baby Care	715	Baby & Toddler > Baby Health
716	Imported Products	715	Baby & Toddler
717	Baby Gear & Safety	715	Baby & Toddler > Baby Safety
718	Moms & Maternity	715	Baby & Toddler > Nursing & Feeding
719	Gifting & Super Savers	715	Baby & Toddler > Baby & Toddler Gift Sets
720	Kids Decor	720	Home & Garden > Decor
721	Kids Bedding	720	Furniture > Baby & Toddler Furniture > Baby & Toddler Furniture Sets
722	Kids Bath	720	Baby & Toddler > Baby Bathing
723	Kids Living	720	Baby & Toddler
17	Men's Apparel	17	Apparel & Accessories
23	Women's Apparel	23	Apparel & Accessories
31	Fragrances	31	Health & Beauty > Personal Care > Cosmetics > Perfume & Cologne
66	Infants, Kids & Toys	66	Toys & Games
96	Home Decor	217	Home & Garden > Décor
210	Bathroom Accessories	5	Home & Garden > Bathroom Accessories
226	Men's Footwear	226	Apparel & Accessories > Shoes
227	Women's Footwear	227	Apparel & Accessories > Shoes
253	Formal Shoes	226	Apparel & Accessories > Shoes
254	Casual Shoes	226	Apparel & Accessories > Shoes
255	Sports Shoes	226	Apparel & Accessories > Shoes > Athletic Shoes & Sneakers
256	Sandals	226	Apparel & Accessories > Shoes > Sandals
257	Slippers & Flip Flops	226	Apparel & Accessories > Shoes > Slippers
258	Casual Shoes	227	Apparel & Accessories > Shoes
259	Sports Shoes	227	Apparel & Accessories > Shoes > Athletic Shoes & Sneakers
261	Slippers & Flip Flops	227	Apparel & Accessories > Shoes > Slippers
262	Ballerinas	227	Apparel & Accessories > Shoes > Espadrilles
263	Ethnic	227	Apparel & Accessories > Shoes > Sandals
264	Flat Slip-on & Sandal	227	Apparel & Accessories > Shoes > Flats
265	Boots	227	Apparel & Accessories > Shoes > Boots
364	Books	364	Media > Books
391	Boots	226	Apparel & Accessories > Shoes > Boots
392	Ethnic	226	Apparel & Accessories > Shoes > Sandals
393	Floater Sandals	226	Apparel & Accessories > Shoes > Loafers & Slip-Ons
394	Heeled Slip-on & Pump	227	Apparel & Accessories > Shoes > Dress Shoes
395	Heeled Sandals	227	Apparel & Accessories > Shoes > Dress Shoes
396	Floater Sandal	227	Apparel & Accessories > Shoes > Loafers & Slip-Ons
397	Formal Shoes	227	Apparel & Accessories > Shoes
404	Chocolates  & Cookies	403	Food, Beverages & Tobacco > Food Items
405	Gift Packs	403	Arts & Entertainment > Party & Celebration > Gift Giving
428	Car Service & Repair	310	Vehicles & Parts > Vehicle Parts & Accessories
458	Loafers	226	Apparel & Accessories > Shoes > Loafers & Slip-Ons
472	Speciality Footwear	226	Apparel & Accessories > Shoes
473	Eyewear	473	Health & Beauty > Personal Care > Vision Care
474	Bags & Luggage	474	Luggage & Bags
476	Watches	476	Apparel & Accessories > Jewelry > Watches
511	Combos for Bulk Buy	310	Vehicles & Parts > Vehicle Parts & Accessories
524	Boys Clothing	524	Apparel & Accessories > Clothing
525	Ethnicwear	524	Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing
526	T-Shirts	524	Apparel & Accessories > Clothing > Shirts & Tops > T-Shirts
527	Shirts	524	Apparel & Accessories > Clothing > Shirts & Tops
528	Shorts & Bermudas	524	Apparel & Accessories > Clothing > Shorts 
529	Capris, Cargos & Dungarees	524	Apparel & Accessories > Clothing > Shorts 
530	Jeans & Pants	524	Apparel & Accessories > Clothing > Pants
531	Trousers	524	Apparel & Accessories > Clothing > Pants
532	Sets	524	Apparel & Accessories > Clothing
533	Jumpsuits	524	Apparel & Accessories > Clothing > One-pieces > Jumpsuits & Rompers
534	Trackpants	524	Apparel & Accessories > Clothing > Pants
535	Night Wear	524	Apparel & Accessories > Clothing > Sleepwear & Loungewear
536	School Uniforms	524	Apparel & Accessories > Clothing > Uniforms
537	Winterwear	524	Apparel & Accessories > Clothing > Outerwear > Coats & Jackets
538	Fashion Accessories	524	Apparel & Accessories > Clothing Accessories
575	Gaming	575	Arts & Entertainment > Hobbies & Creative Arts
586	Beauty & Personal Care	586	Health & Beauty > Personal Care
590	Cars & Bikes 	310	Vehicles & Parts > Vehicle Parts & Accessories
602	Flowers	643	Arts & Entertainment > Party & Celebration > Gift Giving
603	Pet Food	403	Animals & Pet Supplies > Pet Supplies
604	Cakes	643	Food, Beverages & Tobacco > Food Items > Bakery > Cakes
613	Shorts, Capris & Dungarees	524	Apparel & Accessories > Clothing > Shorts 
616	Tables	580	Furniture > Tables
617	Storage Cabinets	580	Furniture > Cabinets & Storage
618	Shelves	580	Furniture > Shelving
619	Chairs	580	Furniture > Chairs
620	Outdoor & Garden Furniture	580	Furniture > Outdoor Furniture
637	Rain Wear	23	Apparel & Accessories > Clothing
640	Kitchen	475	Home & Garden > Kitchen & Dining
643	Gifting & Events	643	Arts & Entertainment > Party & Celebration > Gift Giving
644	Gift For Her	643	Arts & Entertainment > Party & Celebration > Gift Giving
645	Gift For Him	643	Arts & Entertainment > Party & Celebration > Gift Giving
646	Gift For Kids	643	Arts & Entertainment > Party & Celebration > Gift Giving
647	Gifts for Family	643	Arts & Entertainment > Party & Celebration > Gift Giving
648	Gift Vouchers	643	Arts & Entertainment > Party & Celebration > Gift Giving
649	Souvenirs & Antiques	643	Arts & Entertainment > Party & Celebration > Gift Giving
650	Corporate Gifts	643	Arts & Entertainment > Party & Celebration > Gift Giving
651	Greeting Cards	643	Arts & Entertainment > Party & Celebration > Gift Giving > Greeting Cards
652	Dry Fruits & Chocolates	643	Arts & Entertainment > Party & Celebration > Gift Giving
653	Event Essentials	643	Arts & Entertainment > Party & Celebration > Gift Giving
691	Women's Ethnic Wear	691	Apparel & Accessories > Clothing > Traditional & Ceremonial Clothing
692	Blouses and Petticoats	691	Apparels & Accessories > Clothing
693	Alternative Therapies	318	Health & Beauty > Health Care
694	Kitchen & Bathroom Fittings	694	Hardware > Plumbing > Plumbing Fixtures
695	Faucets	694	Hardware > Plumbing > Plumbing Fixtures > Faucets
696	Showers	694	Hardware > Plumbing > Plumbing Fixtures > Shower
697	Sanitaryware	694	Hardware > Plumbing > Plumbing Fixtures > Toilets & Bidets
698	Board Games	66	Toys & Games > Games > Board Games
699	Puzzles	66	Toys & Games > Puzzles
700	Bicycles & Tricycles	66	Sporting Goods > Outdoor Recreation > Cycling
701	Scooters & Skates	66	Sporting Goods > Outdoor Recreation
702	Ride-On Toys	66	Toys & Games > Outdoor Play Equipment
703	RAM	21	Electronics > Electronics Accessories > Memory > RAM
704	Processor	21	Electronics > Computers > Computer Components > Computer Processors
705	Value Added Services	21	Electronics > Computers
709	Pharmacy	318	Health & Beauty > Health Care
710	Crockery	5	Home & Garden > Kitchen & Dining > Tableware > Serveware
711	Diwali Gifting	217	Home & Garden > Décor
712	Zero Power Glasses	473	Health & Beauty > Personal Care > Vision Care > Eyeglasses
713	Reading Glasses	473	Health & Beauty > Personal Care > Vision Care > Eyeglasses
